"BehaviorSpace results (NetLogo 6.0.4)"
"model-SASI.nlogo"
"exp1-R0"
"04/15/2020 14:49:09:942 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-80","80","-80","80"
"[run number]","scenarios","density","rayon","quarantaine","p-asymptomatiques","p-symptomatiques","p-immuniser","p-mort","p-sains","p-vacciner","vitesse-de-deplacement-groupe","[step]","(count turtles  - count turtles with [state = 0]) / count turtles","mean [statistique_nb_ticks_asymptomatique] of turtles with [state != 0]","mean [statistique_nb_ticks_symptomatique] of turtles with [state != 0]","mean [count out-link-neighbors] of turtles with [state = 3]"
"169","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","664","1","9.63899613899614","99.56853281853282","0.999034749034749"
"172","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","710","1","10.166023166023166","107.27799227799228","1"
"173","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","723","1","9.508687258687258","94.64189189189189","0.999034749034749"
"174","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","828","1","10.113899613899614","101.84362934362935","1"
"176","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","671","1","10.09073359073359","98.16602316602317","1"
"175","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","943","1","10.116795366795367","103.58494208494209","1"
"178","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","789","1","9.96911196911197","100.7007722007722","1"
"177","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","960","1","9.802123552123552","102.33590733590734","1"
"180","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","887","0.999034749034749","10.39903381642512","101.00386473429951","1"
"181","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","743","0.9980694980694981","10.180851063829786","94.88297872340425","1"
"179","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","965","0.9980694980694981","9.923597678916828","102.95938104448743","0.9990328820116054"
"182","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","788","1","9.963320463320464","102.09169884169884","0.999034749034749"
"183","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","1026","1","9.821428571428571","100.0984555984556","1"
"184","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","807","1","9.753861003861005","107.97683397683397","1"
"186","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","723","1","10.447876447876448","101.07239382239382","1"
"185","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","703","1","9.775096525096526","103.10424710424711","1"
"188","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","795","1","10.061776061776062","99.48745173745174","0.9980694980694981"
"187","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","815","0.999034749034749","9.969082125603865","102.79903381642512","1"
"189","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","678","1","10.425675675675675","100.6496138996139","1"
"190","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","738","0.9961389961389961","10.003875968992247","97.14437984496124","1"
"191","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","732","1","9.75965250965251","103.56274131274131","0.999034749034749"
"194","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","828","0.999034749034749","10.055072463768116","96.61159420289854","1"
"192","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","706","1","9.827220077220078","102.47876447876448","1"
"193","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","815","1","9.693050193050192","96.35810810810811","1"
"197","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","764","1","9.67953667953668","98.25868725868726","0.999034749034749"
"195","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","792","1","10.069498069498069","100.67857142857143","0.9980694980694981"
"196","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","878","1","9.96042471042471","103.39092664092664","0.9980694980694981"
"198","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","817","1","9.67953667953668","102.32142857142857","1"
"200","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","755","1","10.345559845559846","102.10424710424711","1"
"199","pop-asymptomatique","0.04","4","false","1","0.1","0.01","0","0","0","1","798","0.997104247104247","9.72216844143272","99.90706679574056","1"
