"[run number]","scenarios","density","rayon","quarantaine","p-immuniser","p-symptomatiques","p-asymptomatiques","p-mort","vitesse-de-deplacement-groupe","[step]","count turtles","mean [statistique_nb_ticks_asymptomatique] of turtles with [state != 0]","mean [statistique_nb_ticks_symptomatique] of turtles with [state != 0]","sum [count out-link-neighbors] of turtles with [ who mod 2 = 0]","sum [count out-link-neighbors] of turtles with [ who mod 2 = 1]","count turtles with [state = 3 and who mod 2 = 0]","count turtles with [state = 3 and who mod 2 = 1]"
"190","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","170","1036","0.9951503394762367","20.02909796314258","632","394","319","311"
"192","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","181","1036","0.9951737451737451","20.864864864864863","652","379","314","319"
"193","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","193","1036","0.9951737451737451","20.68146718146718","634","397","297","320"
"195","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","176","1036","0.9951737451737451","20.41023166023166","639","392","323","322"
"196","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","177","1036","0.9951737451737451","20.66216216216216","657","374","321","305"
"197","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","150","1036","0.9951690821256038","20.170048309178743","652","378","312","322"
"198","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","142","1036","0.9951690821256038","20.720772946859903","670","360","338","324"
"201","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","177","1036","0.9951690821256038","21.790338164251207","672","358","312","296"
"199","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","191","1036","0.9951690821256038","20.228019323671496","662","368","316","321"
"200","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3","251","1036","0.995164410058027","20.841392649903288","616","413","312","336"
"202","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","165","1036","0.9951737451737451","20.574324324324323","670","361","321","303"
"203","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","234","1036","0.9951737451737451","19.805019305019304","682","349","303","309"
"204","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","132","1036","0.9951737451737451","20.01254826254826","645","386","305","339"
"206","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","192","1036","0.995164410058027","20.97001934235977","635","394","322","315"
"205","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","169","1036","0.9951737451737451","20.064671814671815","650","381","305","314"
"208","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","148","1036","0.9951550387596899","20.10562015503876","673","354","302","331"
"207","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","162","1036","0.9951737451737451","20.127413127413128","652","379","320","327"
"210","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","147","1036","0.9951690821256038","19.679227053140096","652","378","313","325"
"209","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","188","1036","0.995164410058027","19.829787234042552","624","405","293","312"
"211","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","209","1036","0.9951690821256038","20.6","650","380","331","295"
"212","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","164","1036","0.9951690821256038","20.46086956521739","646","384","295","310"
"213","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","177","1036","0.9951737451737451","21.673745173745175","647","384","335","316"
"215","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","208","1036","0.9951690821256038","19.853140096618358","672","358","325","300"
"214","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","155","1036","0.9951690821256038","20.953623188405796","678","352","302","322"
"216","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","177","1036","0.995164410058027","21.19439071566731","643","386","326","311"
"219","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","172","1036","0.9951690821256038","21.52657004830918","666","364","320","316"
"218","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","147","1036","0.995159728944821","21.529525653436593","705","323","323","322"
"217","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","196","1036","0.9951737451737451","20.34942084942085","657","374","299","325"
"220","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","173","1036","0.9951737451737451","19.8503861003861","650","381","325","313"
"221","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","174","1036","0.9951690821256038","22.041545893719807","658","372","308","301"
"222","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","158","1036","0.9951737451737451","19.7972972972973","649","382","340","327"
"223","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","169","1036","0.995164410058027","19.914893617021278","662","367","311","313"
"224","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","151","1036","0.9951737451737451","20.62065637065637","654","377","296","329"
"225","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","141","1036","0.9951690821256038","19.643478260869564","662","368","314","313"
"226","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","151","1036","0.9951737451737451","20.136100386100384","647","384","311","324"
"227","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","197","1036","0.9951737451737451","20.388030888030887","665","366","315","314"
"232","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","159","1036","0.9951737451737451","19.775096525096526","680","351","304","319"
"230","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","173","1036","0.9951737451737451","20.326254826254825","700","331","303","299"
"228","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","171","1036","0.9951550387596899","20.782945736434108","620","407","313","322"
"229","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","157","1036","0.9951737451737451","19.296332046332047","640","391","311","321"
"231","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","185","1036","0.995164410058027","21.156673114119922","654","375","338","308"
"234","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","162","1036","0.9951737451737451","21.516409266409266","671","360","318","282"
"233","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","204","1036","0.9951737451737451","19.284749034749034","637","394","310","347"
"235","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","180","1036","0.9951737451737451","20.107142857142858","655","376","306","315"
"236","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","168","1036","0.9951737451737451","20.04054054054054","629","402","317","318"
"237","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","156","1036","0.995164410058027","19.56382978723404","659","370","300","316"
"238","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","174","1036","0.9951690821256038","20.189371980676327","659","371","314","315"
"239","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","186","1036","0.9951690821256038","19.858937198067633","692","338","311","291"
"240","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","3.5","177","1036","0.9951737451737451","20.223938223938223","642","389","329","340"
"242","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","217","1036","0.9951737451737451","19.828185328185327","714","317","319","298"
"241","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","148","1036","0.9951690821256038","19.242512077294688","655","375","323","308"
"244","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","149","1036","0.9951737451737451","20.273166023166024","685","346","312","317"
"243","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","149","1036","0.9951737451737451","20.0530888030888","679","352","314","317"
"245","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","175","1036","0.9951737451737451","20.286679536679536","702","329","302","296"
"246","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","154","1036","0.9951690821256038","20.120772946859905","667","363","307","316"
"247","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","181","1036","0.995164410058027","20.15183752417795","707","322","327","288"
"248","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","154","1036","0.9951690821256038","20.80096618357488","697","333","326","321"
"249","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","190","1036","0.995159728944821","19.613746369796708","698","330","304","299"
"253","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","163","1036","0.9951737451737451","19.772200772200772","653","378","307","317"
"250","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","138","1036","0.9951690821256038","19.481159420289856","658","372","339","289"
"251","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","168","1036","0.9951737451737451","19.95849420849421","688","343","315","327"
"254","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","202","1036","0.9951690821256038","21.057004830917876","683","347","302","315"
"252","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","177","1036","0.995164410058027","19.842359767891683","702","327","315","351"
"255","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","168","1036","0.9951737451737451","20.08011583011583","673","358","311","337"
"256","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","197","1036","0.9951737451737451","19.695945945945947","663","368","304","330"
"257","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","189","1036","0.9951690821256038","20.569082125603863","702","328","330","315"
"258","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","141","1036","0.9951690821256038","19.94975845410628","698","332","315","302"
"259","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","170","1036","0.9951737451737451","20.63030888030888","702","329","329","308"
"260","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","146","1036","0.9951737451737451","20.407335907335906","731","300","314","328"
"262","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","160","1036","0.9951690821256038","19.81352657004831","655","375","332","331"
"261","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","169","1036","0.9951690821256038","21.231884057971016","680","350","320","307"
"263","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","136","1036","0.9951737451737451","20.065637065637066","679","352","314","299"
"264","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","170","1036","0.9951737451737451","20.31081081081081","705","326","315","298"
"265","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","159","1036","0.9951737451737451","20.444980694980696","686","345","312","333"
"266","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","225","1036","0.9951737451737451","20.74034749034749","701","330","310","296"
"267","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","229","1036","0.9951690821256038","20.1768115942029","676","354","306","314"
"268","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","161","1036","0.9951737451737451","19.64189189189189","667","364","333","311"
"271","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","227","1036","0.9951737451737451","21.454633204633204","699","332","309","316"
"269","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","150","1036","0.9951737451737451","20.505791505791507","681","350","317","300"
"270","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","152","1036","0.9951737451737451","19.747104247104247","701","330","325","307"
"272","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","177","1036","0.9951737451737451","20.16216216216216","706","325","294","303"
"273","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","177","1036","0.995159728944821","21.178121974830592","665","363","320","318"
"274","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","182","1036","0.9951737451737451","20.355212355212355","663","368","327","312"
"275","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","153","1036","0.9951737451737451","19.69111969111969","654","377","310","321"
"278","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","153","1036","0.9951737451737451","20.79150579150579","672","359","324","294"
"277","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","163","1036","0.9951737451737451","19.752895752895753","683","348","313","303"
"279","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","152","1036","0.9951737451737451","20.713320463320464","658","373","317","304"
"276","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","182","1036","0.9951737451737451","21.373552123552123","660","371","324","318"
"280","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4","148","1036","0.9951737451737451","19.5472972972973","715","316","331","325"
"281","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","139","1036","0.9951690821256038","20.157487922705315","692","338","323","312"
"282","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","157","1036","0.9951737451737451","20.535714285714285","687","344","316","319"
"283","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","287","1036","0.9951737451737451","19.24227799227799","668","363","322","320"
"285","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","176","1036","0.9951737451737451","19.774131274131275","698","333","285","331"
"287","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","120","1036","0.995164410058027","19.62669245647969","676","353","294","309"
"286","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","146","1036","0.9951737451737451","20.47200772200772","674","357","318","320"
"284","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","176","1036","0.9951690821256038","20.279227053140097","688","342","334","327"
"288","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","145","1036","0.9951737451737451","20.223938223938223","701","330","312","323"
"289","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","180","1036","0.9951737451737451","20.036679536679536","700","331","313","320"
"290","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","157","1036","0.9951737451737451","20.731660231660232","683","348","320","297"
"291","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","168","1036","0.9951737451737451","21.106177606177607","691","340","295","326"
"293","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","148","1036","0.9951737451737451","21.33783783783784","705","326","321","342"
"294","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","135","1036","0.9951737451737451","20.185328185328185","678","353","308","315"
"292","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","163","1036","0.9951690821256038","19.1256038647343","662","368","312","291"
"296","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","178","1036","0.9951737451737451","19.31177606177606","675","356","289","320"
"295","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","171","1036","0.9951737451737451","20.48745173745174","683","348","305","313"
"297","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","175","1036","0.9951690821256038","20.368115942028986","689","341","316","305"
"298","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","159","1036","0.9951737451737451","20.874517374517374","681","350","325","308"
"301","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","196","1036","0.9951737451737451","20.52123552123552","694","337","325","309"
"300","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","182","1036","0.9951737451737451","20.223938223938223","708","323","302","312"
"299","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","196","1036","0.9951737451737451","20.32335907335907","671","360","317","311"
"303","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","185","1036","0.9951690821256038","21.14782608695652","683","347","320","291"
"302","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","176","1036","0.9951737451737451","21.05888030888031","725","306","318","314"
"304","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","143","1036","0.9951737451737451","20.04826254826255","713","318","320","324"
"306","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","154","1036","0.9951737451737451","20.07915057915058","704","327","312","327"
"305","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","162","1036","0.9951737451737451","20.153474903474905","679","352","330","292"
"308","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","177","1036","0.9951737451737451","20.47007722007722","690","341","324","308"
"307","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","165","1036","0.9951737451737451","20.408301158301157","687","344","305","307"
"309","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","157","1036","0.9951737451737451","20.32915057915058","695","336","311","312"
"310","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","154","1036","0.9951737451737451","18.861003861003862","702","329","315","315"
"311","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","143","1036","0.9951737451737451","19.164092664092664","690","341","321","304"
"312","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","167","1036","0.9951737451737451","21.001930501930502","693","338","327","316"
"314","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","186","1036","0.9951737451737451","20.665057915057915","676","355","317","299"
"313","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","200","1036","0.9951737451737451","20.353281853281853","718","313","298","329"
"315","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","151","1036","0.9951737451737451","20.14864864864865","692","339","319","309"
"316","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","211","1036","0.9951737451737451","20.833976833976834","697","334","327","313"
"318","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","146","1036","0.9951737451737451","21.574324324324323","705","326","320","334"
"317","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","181","1036","0.9951737451737451","20.716216216216218","679","352","316","308"
"319","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","182","1036","0.9951690821256038","18.32657004830918","689","341","319","304"
"321","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","181","1036","0.9951737451737451","20.13030888030888","706","325","316","313"
"320","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","4.5","177","1036","0.9951737451737451","21.06756756756757","669","362","321","298"
"323","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","152","1036","0.9951737451737451","20.636100386100384","736","295","320","314"
"322","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","184","1036","0.9951737451737451","20.171814671814673","701","330","313","296"
"324","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","131","1036","0.9951737451737451","20.00772200772201","699","332","303","295"
"325","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","174","1036","0.9951737451737451","21.111003861003862","736","295","300","321"
"326","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","233","1036","0.9951737451737451","20.212355212355213","692","339","307","288"
"327","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","146","1036","0.9951737451737451","20.215250965250966","696","335","302","319"
"329","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","157","1036","0.9951737451737451","21.409266409266408","713","318","290","315"
"328","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","202","1036","0.9951737451737451","21.01158301158301","680","351","314","328"
"331","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","160","1036","0.9951737451737451","20.903474903474905","703","328","319","314"
"330","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","136","1036","0.9951737451737451","20.051158301158303","683","348","302","318"
"332","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","153","1036","0.9951737451737451","20.607142857142858","716","315","336","334"
"333","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","229","1036","0.9951737451737451","21.50965250965251","691","340","294","302"
"334","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","204","1036","0.9951690821256038","20.020289855072463","675","355","317","311"
"335","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","173","1036","0.9951737451737451","20.833976833976834","732","299","320","310"
"336","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","180","1036","0.9951737451737451","19.81949806949807","697","334","338","332"
"337","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","186","1036","0.9951737451737451","19.95945945945946","687","344","328","322"
"339","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","110","1036","0.9951690821256038","18.916908212560386","706","324","314","311"
"338","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","142","1036","0.9951737451737451","20.33108108108108","707","324","338","329"
"340","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","158","1036","0.9951737451737451","19.672779922779924","689","342","315","316"
"341","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","139","1036","0.9951550387596899","18.890503875968992","681","346","321","298"
"342","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","144","1036","0.9951737451737451","19.806949806949806","684","347","307","316"
"345","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","153","1036","0.9951737451737451","20.22104247104247","695","336","301","321"
"344","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","128","1036","0.9951737451737451","19.72104247104247","677","354","323","315"
"343","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","201","1036","0.9951737451737451","21.10135135135135","715","316","292","312"
"346","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","130","1036","0.9951737451737451","19.537644787644787","705","326","323","324"
"347","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","148","1036","0.9951737451737451","19.915057915057915","697","334","312","312"
"349","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","141","1036","0.9951737451737451","19.057915057915057","710","321","331","320"
"348","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","195","1036","0.9951737451737451","19.017374517374517","669","362","321","320"
"350","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","124","1036","0.9951737451737451","18.801158301158303","708","323","320","332"
"351","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","166","1036","0.9951737451737451","20.21814671814672","712","319","321","320"
"353","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","130","1036","0.9951737451737451","20.002895752895753","701","330","312","321"
"355","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","151","1036","0.9951737451737451","21.38996138996139","692","339","284","301"
"352","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","165","1036","0.9951737451737451","19.826254826254825","711","320","319","315"
"354","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","172","1036","0.9951737451737451","20.10810810810811","701","330","320","315"
"357","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","150","1036","0.9951737451737451","21.082046332046332","726","305","317","331"
"356","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","169","1036","0.9951690821256038","20.57777777777778","731","299","311","323"
"358","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","171","1036","0.9951737451737451","20.722972972972972","700","331","311","320"
"359","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","183","1036","0.9951690821256038","19.86183574879227","724","306","334","297"
"360","pop-sans-asymptomatique","0.04","4","false","0.03","1","1","0.02","5","169","1036","0.9951737451737451","20.87065637065637","695","336","309","326"
