"[run number]","scenarios","n","rayon","Quarantaine","p-immuniser","p-symptomatiques","p-asymptomatiques","p-retablies","p-mort","[step]","(n  - count turtles with [state = 0])/ n","mean [statistique_nb_ticks_asymptomatique] of turtles with [state != 0]","mean [statistique_nb_ticks_symptomatique] of turtles with [state != 0]"
"123","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","193","0.729","0.9931412894375857","21.04389574759945"
"124","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","248","0.76","0.993421052631579","19.95921052631579"
"120","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","305","0.661","0.9924357034795764","19.119515885022693"
"125","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","315","0.84","0.9940476190476191","19.69404761904762"
"129","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","246","0.928","0.9946120689655172","20.30064655172414"
"128","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","247","0.757","0.9933949801849405","20.126816380449142"
"130","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","288","0.859","0.9941792782305006","20.366705471478465"
"126","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","352","0.747","0.9933065595716198","21.183400267737618"
"131","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","205","0.69","0.9927536231884058","19.443478260869565"
"132","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","262","0.753","0.9933598937583001","19.691899070385126"
"134","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","311","0.873","0.9942726231386025","20.44902634593356"
"135","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","252","0.921","0.99457111834962","20.439739413680783"
"133","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","238","0.622","0.9919614147909968","20.307073954983924"
"127","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","478","0.681","0.9926578560939795","19.001468428781205"
"137","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","290","0.838","0.9940334128878282","19.78400954653938"
"139","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","341","0.903","0.9944629014396457","19.831672203765226"
"136","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","381","0.845","0.9940828402366864","19.63550295857988"
"142","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","204","0.792","0.9936868686868687","20.12121212121212"
"138","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","370","0.675","0.9925925925925926","21.43259259259259"
"143","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","316","0.824","0.9939320388349514","20.410194174757283"
"140","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","336","0.762","0.9934383202099738","20.255905511811022"
"141","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","311","0.713","0.9929873772791024","20.162692847124823"
"144","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","374","0.839","0.9940405244338498","20.9761620977354"
"148","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","285","0.797","0.9937264742785445","19.813048933500628"
"146","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","327","0.754","0.993368700265252","19.23474801061008"
"145","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","528","0.793","0.9936948297604036","20.14123581336696"
"149","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","313","0.89","0.9943820224719101","19.970786516853934"
"147","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","373","0.825","0.9939393939393939","20.786666666666665"
"150","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","221","0.377","0.986737400530504","17.94164456233422"
"152","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","206","0.646","0.9922600619195047","20.679566563467493"
"151","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","400","0.762","0.9934383202099738","19.939632545931758"
"154","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","347","0.831","0.9939831528279182","20.422382671480143"
"155","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","366","0.835","0.9940119760479041","20.558083832335328"
"153","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","316","0.762","0.9934383202099738","20.58267716535433"
"157","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","284","0.592","0.9915540540540541","20.9222972972973"
"160","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","241","0.862","0.994199535962877","20.38399071925754"
"162","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","209","0.841","0.9940546967895363","20.457788347205707"
"159","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","295","0.805","0.9937888198757764","20.61863354037267"
"156","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","382","0.488","0.9897540983606558","21.46311475409836"
"161","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","270","0.703","0.9928876244665719","20.945945945945947"
"164","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","269","0.886","0.9943566591422122","20.501128668171557"
"163","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","298","0.771","0.993514915693904","21.053177691309987"
"166","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","211","0.831","0.9939831528279182","19.836341756919374"
"158","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","409","0.766","0.9934725848563969","20.08355091383812"
"165","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","249","0.79","0.9936708860759493","19.855696202531647"
"168","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","206","0.595","0.9915966386554622","19.368067226890755"
"169","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","291","0.752","0.9933510638297872","21.585106382978722"
"171","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","304","0.845","0.9940828402366864","21.366863905325445"
"170","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","347","0.822","0.9939172749391727","20.32603406326034"
"174","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","267","0.735","0.9931972789115646","19.791836734693877"
"172","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","309","0.799","0.9937421777221527","21.42052565707134"
"173","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","277","0.78","0.9935897435897436","19.744871794871795"
"167","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","377","0.78","0.9935897435897436","20.46025641025641"
"176","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","352","0.868","0.9942396313364056","19.586405529953918"
"177","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","284","0.85","0.9941176470588236","20.934117647058823"
"175","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","324","0.766","0.9934725848563969","20.31462140992167"
"179","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","296","0.872","0.9942660550458715","19.634174311926607"
"180","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","254","0.884","0.994343891402715","20.210407239819006"
"178","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","349","0.807","0.9938042131350682","20.775712515489467"
"182","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","321","0.845","0.9940828402366864","20.35147928994083"
"184","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","239","0.923","0.9945828819068255","20.236186348862404"
"185","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","269","0.882","0.9943310657596371","20.158730158730158"
"183","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","384","0.845","0.9940828402366864","20.359763313609466"
"187","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","264","0.866","0.9942263279445728","20.255196304849886"
"181","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","452","0.747","0.9933065595716198","20.11111111111111"
"188","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","260","0.726","0.9931129476584022","20.238292011019283"
"189","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","275","0.887","0.9943630214205186","19.765501691093572"
"186","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","396","0.817","0.9938800489596084","20.88249694002448"
"190","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","261","0.743","0.9932705248990579","19.10228802153432"
"192","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","224","0.724","0.9930939226519337","20.433701657458563"
"193","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","271","0.875","0.9942857142857143","19.635428571428573"
"191","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","314","0.79","0.9936708860759493","19.858227848101265"
"194","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","254","0.873","0.9942726231386025","20.673539518900345"
"197","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","330","0.861","0.9941927990708479","19.78164924506388"
"195","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","285","0.867","0.994232987312572","20.725490196078432"
"199","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","290","0.792","0.9936868686868687","20.055555555555557"
"196","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","365","0.766","0.9934725848563969","19.097911227154047"
"200","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","254","0.81","0.9938271604938271","19.765432098765434"
"198","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","337","0.413","0.9878934624697336","20.406779661016948"
